HU1.No,HU2.No,HU3.No,HU1.Yes,HU2.Yes,HU3.Yes,variable
0.000000,0.000000,0.000000,8.226804,0.000000,0.000000,SE.Total.SURVEY_LU1_2U14
0,0,0,0,0,0,SE.Total.SURVEY_LU1_2U15
 0.000000, 0.000000, 0.000000, 0.000000, 9.969593,10.963872,SE.Total.SURVEY_LU1_2U21
 0.00000, 0.00000, 0.00000,17.66601,16.04407, 0.00000,SE.Total.SURVEY_LU1_2U22
 0.00000, 0.00000, 0.00000,34.64469,56.41985,62.58697,SE.Total.SURVEY_LU1_2U31
 0.00000, 0.00000, 0.00000,11.40419,23.69166,32.08853,SE.Total.SURVEY_LU1_2U32
 0.000000, 0.000000, 0.000000, 3.000786, 5.204441,20.013633,SE.Total.SURVEY_LU1_2U33
 0.000000, 0.000000, 0.000000,18.615285, 5.683722, 0.000000,SE.Total.SURVEY_LU1_2U34
 0.00000, 0.00000, 0.00000,31.32682, 7.70980,25.26358,SE.Total.SURVEY_LU1_2U35
 0.00000, 0.00000, 0.00000,13.37063,36.80311,45.14682,SE.Total.SURVEY_LU1_2U36
  0.00000,  0.00000,  0.00000, 36.51981, 70.47662,293.93271,SE.Total.SURVEY_LU1_2U37
  0.00000,  0.00000,  0.00000, 16.73618, 51.86990,101.74289,SE.Total.SURVEY_LU1_2U41
  0.00000,  0.00000,  0.00000, 47.84799,177.27654,152.00507,SE.Total.SURVEY_LU1_2U42
 0.00000, 0.00000, 0.00000,31.31758,42.93336,56.08032,SE.Total.SURVEY_LC1_3A11
 0.00000, 0.00000, 0.00000, 0.00000,15.33336,23.51612,SE.Total.SURVEY_LC1_3A12
0.000000,0.000000,0.000000,0.000000,0.000000,3.777451,SE.Total.SURVEY_LC1_3A13
 0.00000, 0.00000, 0.00000,27.95398,42.87978,39.43332,SE.Total.SURVEY_LC1_3A21
 0.00000, 0.00000, 0.00000,21.60777,48.85088,55.75240,SE.Total.SURVEY_LC1_3A22
 0.000000, 0.000000, 0.000000, 2.619369, 9.860885,11.672583,SE.Total.SURVEY_LC1_3A30
  0.0000,  0.0000,  0.0000,138.2042,487.4796,514.4014,SE.Total.SURVEY_LC1_3B11
 0.00000, 0.00000, 0.00000, 0.00000,52.36229,62.41856,SE.Total.SURVEY_LC1_3B12
  0.00000,  0.00000,  0.00000, 81.88094,312.87594,268.51761,SE.Total.SURVEY_LC1_3B13
 0.000000, 0.000000, 0.000000, 0.000000, 2.347384,89.880477,SE.Total.SURVEY_LC1_3B14
  0.0000,  0.0000,  0.0000,  0.0000,140.8714,100.1231,SE.Total.SURVEY_LC1_3B15
  0.0000,  0.0000,  0.0000,166.0955,509.3703,588.9369,SE.Total.SURVEY_LC1_3B16
0,0,0,0,0,0,SE.Total.SURVEY_LC1_3B17
  0.0000,  0.0000,  0.0000,  0.0000,  0.0000,100.1231,SE.Total.SURVEY_LC1_3B18
  0.000000,  0.000000,  0.000000,  0.000000,130.288350,  3.622249,SE.Total.SURVEY_LC1_3B19
  0.0000,  0.0000,  0.0000,  0.0000,  0.0000,100.9269,SE.Total.SURVEY_LC1_3B21
0,0,0,0,0,0,SE.Total.SURVEY_LC1_3B22
0,0,0,0,0,0,SE.Total.SURVEY_LC1_3B23
  0.0000,  0.0000,  0.0000,179.0220,365.4636,456.6384,SE.Total.SURVEY_LC1_3B31
  0.00000,  0.00000,  0.00000, 81.85393,283.91373,173.85396,SE.Total.SURVEY_LC1_3B32
  0.0000,  0.0000,  0.0000,  0.0000,140.4327,106.9135,SE.Total.SURVEY_LC1_3B33
0.0000,0.0000,0.0000,0.0000,0.0000,6.7317,SE.Total.SURVEY_LC1_3B36
0.000000,0.000000,0.000000,0.000000,0.000000,8.985974,SE.Total.SURVEY_LC1_3B42
  0.000000,  0.000000,  0.000000,  0.000000,  2.751963,101.258127,SE.Total.SURVEY_LC1_3B43
0.000000,0.000000,0.000000,0.000000,1.595537,8.028784,SE.Total.SURVEY_LC1_3B44
0,0,0,0,0,0,SE.Total.SURVEY_LC1_3B51
  0.000000,  0.000000,  0.000000,  2.094281,189.595533,189.962513,SE.Total.SURVEY_LC1_3B52
0.000000,0.000000,0.000000,0.000000,0.000000,3.450347,SE.Total.SURVEY_LC1_3B53
0.000000,0.000000,0.000000,0.000000,1.768765,3.832791,SE.Total.SURVEY_LC1_3B54
  0.000000,  0.000000,  0.000000,  2.384185,129.397525,  1.162932,SE.Total.SURVEY_LC1_3B55
 0.000000, 0.000000, 0.000000, 2.754751,15.678072,34.138280,SE.Total.SURVEY_LC1_3B71
0.000000,0.000000,0.000000,0.000000,8.455511,0.000000,SE.Total.SURVEY_LC1_3B72
 0.000000, 0.000000, 0.000000, 1.930816,14.362753,19.049076,SE.Total.SURVEY_LC1_3B73
 0.000000, 0.000000, 0.000000, 2.366369, 5.992788,24.497402,SE.Total.SURVEY_LC1_3B74
 0.000000, 0.000000, 0.000000, 3.847174,11.606877,24.103684,SE.Total.SURVEY_LC1_3B75
 0.00000, 0.00000, 0.00000, 0.00000,18.46673,40.35255,SE.Total.SURVEY_LC1_3B82
0.000000,0.000000,0.000000,0.000000,2.882637,8.235016,SE.Total.SURVEY_LC1_3B83
0.000000,0.000000,0.000000,0.000000,0.000000,9.897516,SE.Total.SURVEY_LC1_3B84
155.3630,432.2083,611.0724,  0.0000,  0.0000,  0.0000,SE.Total.SURVEY_LC1_3Bx1
 3.183966,14.933135,49.579704, 0.000000, 0.000000, 0.000000,SE.Total.SURVEY_LC1_3Bx2
  0.0000,  0.0000,165.7695,  0.0000,  0.0000,  0.0000,SE.Total.SURVEY_LC1_3Bxx
  0.0000,  0.0000,  0.0000,103.2027,459.3718,336.8339,SE.Total.SURVEY_LC1_3C10
 0.00000, 0.00000, 0.00000,13.40318,26.87583,14.23281,SE.Total.SURVEY_LC1_3C21
  0.00000,  0.00000,  0.00000, 83.17172,235.24249, 45.44045,SE.Total.SURVEY_LC1_3C22
0.000000,0.000000,0.000000,0.000000,3.596145,0.000000,SE.Total.SURVEY_LC1_3C23
0.000000,0.000000,1.272775,0.000000,0.000000,0.000000,SE.Total.SURVEY_LC1_3C2x
0.000000,0.000000,0.000000,0.000000,8.697218,0.000000,SE.Total.SURVEY_LC1_3C31
  0.00000,  0.00000,  0.00000, 38.25827,289.64914, 26.26918,SE.Total.SURVEY_LC1_3C32
  0.00000,  0.00000,  0.00000,  0.00000,266.66037, 20.17387,SE.Total.SURVEY_LC1_3C33
 0.00000, 0.00000, 0.00000,28.84662,19.55438,77.75484,SE.Total.SURVEY_LC1_3D10
 0.000000, 0.000000, 0.000000, 2.870389,19.079406,47.717106,SE.Total.SURVEY_LC1_3D20
0,0,0,0,0,0,SE.Total.SURVEY_LC1_3Dxx
 0.00000, 0.00000, 0.00000,14.72969,52.88036,80.16779,SE.Total.SURVEY_LC1_3E10
  0.00000,  0.00000,  0.00000, 89.08521,159.94253,351.81509,SE.Total.SURVEY_LC1_3E20
  0.0000,  0.0000,  0.0000,114.3438,185.5555,217.8440,SE.Total.SURVEY_LC1_3E30
0,0,0,0,0,0,SE.Total.SURVEY_LC1_3F20
  0.00000,  0.00000,  0.00000, 81.16046,394.06119,372.80659,SE.Total.SURVEY_LC1_3F40
0.000000,0.000000,0.000000,8.226804,6.906796,8.324173,SE.Total.SURVEY_LC1_3G11
0,0,0,0,0,0,SE.Total.SURVEY_LC1_3G12
 0.000000, 0.000000, 0.000000, 8.226804,22.947362, 9.754156,SE.Total.SURVEY_LC1_3G21
 0.00000, 0.00000, 0.00000,11.03183,24.98620,40.95072,SE.Total.SURVEY_LC1_3H11
155.3884,432.3830,622.8219,156.9946,442.5603,675.5378,SE.Total.SURVEY_LU1_3U111
  0.000000,  0.000000,  0.000000,  2.085114,107.373756, 87.090852,SE.Total.SURVEY_LU1_3U112
 0.000000, 9.131035,22.930341, 2.366369,25.752792,16.923193,SE.Total.SURVEY_LU1_3U113
  0.000000,  0.000000,  1.272775, 54.457938,197.523199,391.011839,SE.Total.SURVEY_LU1_3U120
 0.000000, 0.000000, 0.000000, 0.000000, 3.906374,13.904668,SE.Total.SURVEY_LU1_3U130
0.000000,0.000000,0.000000,8.226804,0.000000,0.000000,SE.Total.SURVEY_LU1_3U140
0,0,0,0,0,0,SE.Total.SURVEY_LU1_3U150
 0.000000, 0.000000, 0.000000, 0.000000, 9.969593,10.963872,SE.Total.SURVEY_LU1_3U210
0.000000,0.000000,0.000000,2.229429,1.251457,0.000000,SE.Total.SURVEY_LU1_3U221
 0.0000, 0.0000, 0.0000, 0.0000,14.4039, 0.0000,SE.Total.SURVEY_LU1_3U222
0,0,0,0,0,0,SE.Total.SURVEY_LU1_3U223
0,0,0,0,0,0,SE.Total.SURVEY_LU1_3U224
0.000000,0.000000,0.000000,0.000000,1.917546,0.000000,SE.Total.SURVEY_LU1_3U225
 0.00000, 0.00000, 0.00000,17.55311, 6.74034, 0.00000,SE.Total.SURVEY_LU1_3U226
0,0,0,0,0,0,SE.Total.SURVEY_LU1_3U227
 0.000000, 0.000000, 0.000000, 2.229429,16.657892,18.018711,SE.Total.SURVEY_LU1_3U311
 0.00000, 0.00000, 0.00000,33.25579,51.65233,61.50915,SE.Total.SURVEY_LU1_3U312
0.000000,0.000000,0.000000,9.499495,7.145429,6.196330,SE.Total.SURVEY_LU1_3U313
0.000000,0.000000,0.000000,2.229429,1.232303,0.000000,SE.Total.SURVEY_LU1_3U314
0.000000,0.000000,0.000000,0.000000,0.000000,1.088981,SE.Total.SURVEY_LU1_3U315
 0.000000, 0.000000, 0.000000, 0.000000, 6.951282,23.461156,SE.Total.SURVEY_LU1_3U317
 0.00000, 0.00000, 0.00000, 0.00000,16.38515,13.50115,SE.Total.SURVEY_LU1_3U318
0.000000,0.000000,0.000000,1.232113,1.941028,2.783021,SE.Total.SURVEY_LU1_3U319
 0.00000, 0.00000, 0.00000,11.40419, 8.69363,24.78115,SE.Total.SURVEY_LU1_3U321
 0.00000, 0.00000, 0.00000, 0.00000,22.03896,20.38550,SE.Total.SURVEY_LU1_3U322
 0.000000, 0.000000, 0.000000, 3.000786, 5.204441,20.013633,SE.Total.SURVEY_LU1_3U330
 0.000000, 0.000000, 0.000000,18.615285, 5.683722, 0.000000,SE.Total.SURVEY_LU1_3U341
0,0,0,0,0,0,SE.Total.SURVEY_LU1_3U342
 0.00000, 0.00000, 0.00000,31.32682, 7.70980,25.26358,SE.Total.SURVEY_LU1_3U350
 0.00000, 0.00000, 0.00000,13.37063,33.79937,43.40185,SE.Total.SURVEY_LU1_3U361
 0.00000, 0.00000, 0.00000, 0.00000,14.56266,14.19028,SE.Total.SURVEY_LU1_3U362
  0.00000,  0.00000,  0.00000, 36.51981, 70.47662,293.93271,SE.Total.SURVEY_LU1_3U370
 0.00000, 0.00000, 0.00000,11.79046,23.58181, 0.00000,SE.Total.SURVEY_LU1_3U411
0,0,0,0,0,0,SE.Total.SURVEY_LU1_3U412
0.000000,0.000000,0.000000,0.000000,5.543102,0.000000,SE.Total.SURVEY_LU1_3U413
 0.000000, 0.000000, 0.000000,11.877909, 4.447006,27.306798,SE.Total.SURVEY_LU1_3U414
 0.00000, 0.00000, 0.00000, 0.00000,46.82919,98.00997,SE.Total.SURVEY_LU1_3U415
  0.00000,  0.00000,  0.00000, 47.84799,177.27654,152.00507,SE.Total.SURVEY_LU1_3U420
155.3884,432.4353,623.1659,159.8066,445.9350,697.3975,SE.Total.settlement0
  0.00000,  0.00000,  0.00000, 42.25728, 76.31183,290.91218,SE.Total.settlement1
155.3884,432.4353,623.1646,160.1351,437.7025,664.4355,SE.Total.fao_class_name0
  0.000000,  0.000000,  1.272775, 49.777260,115.331276,392.339215,SE.Total.fao_class_name1
 0.00000, 0.00000, 0.00000,33.25659,39.04032,75.66267,SE.Total.fao_class_name2
  0.00000,  0.00000,  0.00000, 14.12927, 37.75648,283.94393,SE.Total.fao_class_name3
155.3884,432.4353,623.1659,161.3416,445.4749,699.2960,SE.Total.lue0
  0.00000,  0.00000,  0.00000, 48.19993, 74.49714,294.93439,SE.Total.lue1
155.3884,432.4353,623.1659,159.2077,444.3462,651.6965,SE.Total.lud0
 0.00000, 0.00000, 0.00000,37.78115,62.82455,63.74276,SE.Total.lud1
  182.5459, 2581.7513, 6191.4627, 6125.8974,32319.6644,40800.5616,CI.l(95%).Total.area
   0.0000,   0.0000,   0.0000, 592.2787,1242.8996,1637.7010,CI.l(95%).Total.SURVEY_LC1_1A
  182.5459, 2578.6629, 6183.3621, 1269.3433,10271.0936,13591.1710,CI.l(95%).Total.SURVEY_LC1_1B
    0.000000,    3.088408,    1.747233, 2337.225384,11373.952036,10564.045142,CI.l(95%).Total.SURVEY_LC1_1C
  0.000000,  0.000000,  3.861248, 71.721834,433.429848,769.608146,CI.l(95%).Total.SURVEY_LC1_1D
   0.0000,   0.0000,   0.0000, 968.4144,4362.9656,9288.3662,CI.l(95%).Total.SURVEY_LC1_1E
   0.00000,   0.00000,   0.00000, -14.87593,1214.19790,1229.71369,CI.l(95%).Total.SURVEY_LC1_1F
   0.0000,   0.0000,   0.0000, 161.8850,1014.4362, 575.5509,CI.l(95%).Total.SURVEY_LC1_1G
  0.00000,  0.00000,  0.00000, 35.59397,346.10907,511.35289,CI.l(95%).Total.SURVEY_LC1_1H
  178.6334, 2581.7513, 6183.1735, 4256.9733,26357.6810,33804.0833,CI.l(95%).Total.SURVEY_LU1_1U1
 0.00000, 0.00000, 0.00000,23.19786,72.80773,64.06989,CI.l(95%).Total.SURVEY_LU1_1U2
   0.000,   0.000,   0.000,1208.528,3223.527,3011.114,CI.l(95%).Total.SURVEY_LU1_1U3
   3.912483,   0.000000,   8.289130, 390.343447,2031.031640,2849.437568,CI.l(95%).Total.SURVEY_LU1_1U4
  0.0000,  0.0000,  0.0000,217.2681,316.7486,401.6292,CI.l(95%).Total.SURVEY_LC1_2A1
   0.0000,   0.0000,   0.0000, 284.6402, 774.9256,1012.8682,CI.l(95%).Total.SURVEY_LC1_2A2
 0.000000, 0.000000, 0.000000, 4.437098,39.020496,60.835517,CI.l(95%).Total.SURVEY_LC1_2A3
   0.0000,   0.0000,   0.0000, 481.8789,6450.4858,8611.2366,CI.l(95%).Total.SURVEY_LC1_2B1
  0.000000,  0.000000,  0.000000,  0.000000,  8.654465,-68.725349,CI.l(95%).Total.SURVEY_LC1_2B2
   0.0000,   0.0000,   0.0000, 239.4177,1532.5200,2264.1453,CI.l(95%).Total.SURVEY_LC1_2B3
  0.00000,  0.00000,  0.00000,  0.00000, 15.58635,-27.96479,CI.l(95%).Total.SURVEY_LC1_2B4
  0.00000,  0.00000,  0.00000, 37.09085,112.42452,256.99374,CI.l(95%).Total.SURVEY_LC1_2B5
  0.00000,  0.00000,  0.00000, 83.70473,308.18843,410.74269,CI.l(95%).Total.SURVEY_LC1_2B7
  0.00000,  0.00000,  0.00000, 34.13062,277.22795,231.35569,CI.l(95%).Total.SURVEY_LC1_2B8
 182.5459,2578.6629,6183.3621,   0.0000,   0.0000,   0.0000,CI.l(95%).Total.SURVEY_LC1_2Bx
   0.000,   0.000,   0.000,1971.494,9178.186,9976.583,CI.l(95%).Total.SURVEY_LC1_2C1
  0.000000,  3.088408,  1.747233, -8.880867, 22.827959,335.366501,CI.l(95%).Total.SURVEY_LC1_2C2
  0.000000,  0.000000,  0.000000,  4.243071,431.797494, 88.844523,CI.l(95%).Total.SURVEY_LC1_2C3
  0.0000,  0.0000,  0.0000, 16.5705,263.8750,367.7256,CI.l(95%).Total.SURVEY_LC1_2D1
  0.00000,  0.00000,  0.00000, 49.80468,147.14091,334.76576,CI.l(95%).Total.SURVEY_LC1_2D2
0.000000,0.000000,3.861248,0.000000,0.000000,0.000000,CI.l(95%).Total.SURVEY_LC1_2Dx
  0.00000,  0.00000,  0.00000, 84.05904,453.80333,729.60235,CI.l(95%).Total.SURVEY_LC1_2E1
   0.0000,   0.0000,   0.0000, 628.6539,2948.0945,7134.5818,CI.l(95%).Total.SURVEY_LC1_2E2
  0.0000,  0.0000,  0.0000,100.3401,641.7542,936.7726,CI.l(95%).Total.SURVEY_LC1_2E3
0.000000,0.000000,0.000000,3.896254,3.913089,8.646157,CI.l(95%).Total.SURVEY_LC1_2F2
   0.00000,   0.00000,   0.00000, -18.77218,1210.28481,1221.06753,CI.l(95%).Total.SURVEY_LC1_2F4
  0.00000,  0.00000,  0.00000, 33.00749,883.90734,364.77156,CI.l(95%).Total.SURVEY_LC1_2G1
  0.00000,  0.00000,  0.00000, 96.62903,114.90761,194.47342,CI.l(95%).Total.SURVEY_LC1_2G2
  0.00000,  0.00000,  0.00000, 35.59397,346.10907,511.35289,CI.l(95%).Total.SURVEY_LC1_2H1
  178.6334, 2578.6629, 6178.9342, 2301.2356,15824.6538,24067.9159,CI.l(95%).Total.SURVEY_LU1_2U11
    0.000000,    3.088408,    1.747233, 1819.686677,10023.165185, 8753.714837,CI.l(95%).Total.SURVEY_LU1_2U12
  0.000000,  0.000000,  0.000000,  8.120131,158.458129,205.776626,CI.l(95%).Total.SURVEY_LU1_2U13
 0.00000, 0.00000, 0.00000,20.78375,24.44752,52.88254,CI.l(95%).Total.SURVEY_LU1_2U14
0.000000,0.000000,0.000000,0.000000,8.380451,7.039583,CI.l(95%).Total.SURVEY_LU1_2U15
 0.00000, 0.00000, 0.00000, 0.00000,10.30592,14.71238,CI.l(95%).Total.SURVEY_LU1_2U21
 0.00000, 0.00000, 0.00000,23.19786,48.53828,49.35751,CI.l(95%).Total.SURVEY_LU1_2U22
   0.0000,   0.0000,   0.0000, 362.5286, 922.9156,1197.5031,CI.l(95%).Total.SURVEY_LU1_2U31
 0.00000, 0.00000, 0.00000,15.30772,29.99423,82.07227,CI.l(95%).Total.SURVEY_LU1_2U32
 0.00000, 0.00000, 0.00000,12.33971,26.78675,-1.08150,CI.l(95%).Total.SURVEY_LU1_2U33
 0.000000, 0.000000, 0.000000,12.336828, 9.440713,31.945252,CI.l(95%).Total.SURVEY_LU1_2U34
  0.00000,  0.00000,  0.00000, 39.55408,126.76429, 51.60663,CI.l(95%).Total.SURVEY_LU1_2U35
  0.00000,  0.00000,  0.00000, 64.86409,796.99097,258.87478,CI.l(95%).Total.SURVEY_LU1_2U36
   0.0000,   0.0000,   0.0000, 503.7769,1067.1639,1024.4893,CI.l(95%).Total.SURVEY_LU1_2U37
  3.912483,  0.000000,  4.427882, 72.312434,271.819579,364.816047,CI.l(95%).Total.SURVEY_LU1_2U41
   0.000000,   0.000000,   3.861248, 289.312068,1671.696799,2339.327647,CI.l(95%).Total.SURVEY_LU1_2U42
  0.0000,  0.0000,  0.0000,205.9158,292.0221,361.8290,CI.l(95%).Total.SURVEY_LC1_3A11
  0.000000,  0.000000,  0.000000, 11.352275, -4.067201,-16.082203,CI.l(95%).Total.SURVEY_LC1_3A12
0.000000,0.000000,0.000000,0.000000,0.000000,7.245772,CI.l(95%).Total.SURVEY_LC1_3A13
  0.0000,  0.0000,  0.0000,115.2604,209.7682,175.0578,CI.l(95%).Total.SURVEY_LC1_3A21
  0.0000,  0.0000,  0.0000,135.9321,504.3370,765.6688,CI.l(95%).Total.SURVEY_LC1_3A22
 0.000000, 0.000000, 0.000000, 4.437098,39.020496,60.835517,CI.l(95%).Total.SURVEY_LC1_3A30
   0.00000,   0.00000,   0.00000,  37.93377,1946.46802,2553.14829,CI.l(95%).Total.SURVEY_LC1_3B11
  0.00000,  0.00000,  0.00000,  0.00000,-39.79733,-57.89573,CI.l(95%).Total.SURVEY_LC1_3B12
  0.00000,  0.00000,  0.00000,-59.69792,439.15984,275.59656,CI.l(95%).Total.SURVEY_LC1_3B13
  0.000000,  0.000000,  0.000000,  3.929684, 12.284965,-36.034963,CI.l(95%).Total.SURVEY_LC1_3B14
  0.00000,  0.00000,  0.00000,  0.00000,-70.13857,-86.20835,CI.l(95%).Total.SURVEY_LC1_3B15
   0.0000,   0.0000,   0.0000, 129.9097,2260.5798,4041.2083,CI.l(95%).Total.SURVEY_LC1_3B16
0.000000,0.000000,0.000000,0.000000,0.000000,3.942056,CI.l(95%).Total.SURVEY_LC1_3B17
  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,-94.12413,CI.l(95%).Total.SURVEY_LC1_3B18
   0.000000,   0.000000,   0.000000,   3.945914,-115.266720,   3.121207,CI.l(95%).Total.SURVEY_LC1_3B19
  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,-72.63442,CI.l(95%).Total.SURVEY_LC1_3B21
0.00000,0.00000,0.00000,0.00000,4.20967,0.00000,CI.l(95%).Total.SURVEY_LC1_3B22
0.000000,0.000000,0.000000,0.000000,4.444795,3.909073,CI.l(95%).Total.SURVEY_LC1_3B23
   0.0000,   0.0000,   0.0000, 164.8403, 688.2531,1839.8691,CI.l(95%).Total.SURVEY_LC1_3B31
  0.00000,  0.00000,  0.00000,-68.89206,280.23612,-52.07195,CI.l(95%).Total.SURVEY_LC1_3B32
  0.00000,  0.00000,  0.00000,  0.00000,-75.41907,-17.00204,CI.l(95%).Total.SURVEY_LC1_3B33
 0.000000, 0.000000, 0.000000, 0.000000, 0.000000,-4.198277,CI.l(95%).Total.SURVEY_LC1_3B36
 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000,-0.5472138,CI.l(95%).Total.SURVEY_LC1_3B42
